userid,label,ff,inf,type1,type2,type3,times,,,,,,,,,,,
489714722,0,5.05555555555556,0.114967462039046,0.508269018743109,0.349503858875413,0.142227122381477,0,0,0,0,0,0,0,1,1,1,1,1
278811330,0,0.973913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64534012,0,1.00997150997151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138472981,0,2.22727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727495887,0,0.909090909090909,0.416595380667237,0.576999012833169,0.291707798617966,0.131293188548865,0,0,0,0,0,0,1,1,1,1,1,0
440901699,0,0.536098310291859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185216671,0,1.15865384615385,0.642344497607656,0.270988654781199,0.482658022690438,0.246353322528363,0,0,0,0,0,1,1,0,1,1,1,1
32831822,0,0.682608695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2938551012,0,1.43119266055046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241347721,0,1.14263803680982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20301520,0,4.71040723981901,0.30791788856305,0.290212765957447,0.146382978723404,0.563404255319149,0,0,1,1,1,1,0,0,0,0,1,1
1191129162,0,0.103339882121807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49709134,0,0.338607594936709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58797847,0,0.595132743362832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392080330,0,0.764102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120863444,0,0.769878391019645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261040287,0,0.614124872057318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257926470,0,0.917098445595855,1.418410041841,0.521021488632825,0.230457801308004,0.248520710059172,0,0,0,0,0,1,0,0,1,1,1,1
96815122,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120833703,0,0.976666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58477691,0,1.00212879191059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22798846,0,1.75525525525526,0.655246252676659,0.290603609209708,0.518046048537648,0.191350342252645,1,1,0,0,0,0,0,1,1,1,1,1
381753637,0,0.58963282937365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718118608,0,3.48484848484848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581233948,0,0.773049645390071,0.522088353413655,0.261921458625526,0.523141654978962,0.214936886395512,0,0,0,0,0,0,1,1,1,1,1,1
1194760087,0,0.942066805845512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140424071,0,2.12871287128713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434832511,0,4.29166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517639654,0,0.430016863406408,1.50529411764706,0.540368722186904,0.336935791481246,0.12269548633185,0,0,0,0,0,0,1,1,1,1,1,1
468080275,0,0.628336755646817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622956477,0,2.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149723283,0,0.54673590504451,0.219557195571956,0.679623824451411,0.074294670846395,0.246081504702194,0,0,0,0,0,1,1,1,0,0,0,1
742326175,0,0.832335329341317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311184364,0,1.89075630252101,0.152400835073069,0.673699015471167,0.20393811533052,0.122362869198312,1,1,1,1,0,0,1,1,0,0,0,0
2251878995,0,1.00970873786408,1.24770642201835,0.134692616620328,0.283286994130368,0.582020389249305,0,0,0,0,0,0,0,1,1,1,1,1
2378140945,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519445792,0,0.525,1.00259067357513,0.120399251403618,0.634435433562071,0.245165315034311,1,0,0,0,0,0,1,1,1,1,1,1
2920448851,0,0.664772727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252882696,0,1.55035128805621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41950696,0,1.75442043222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2941150861,0,1.20284697508897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204112777,0,0.202275600505689,0.347750865051903,0.179391682184978,0.473929236499069,0.346679081315953,0,0,1,1,1,1,1,1,1,0,0,0
484522355,0,0.100875473670456,7.32723112128146,0.26966985498303,0.516198704103672,0.214131440913298,0,0,0,1,1,1,1,1,1,1,0,0
1874015534,0,1.9016393442623,2.72375690607735,0.328493647912886,0.165154264972777,0.506352087114337,1,1,1,1,0,0,0,0,0,0,0,0
59689509,0,0.854838709677419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897930380,0,10.0571428571429,0.621951219512195,0.101610904584882,0.670384138785626,0.228004956629492,1,1,1,0,0,0,0,1,1,1,1,0
58702972,0,0.816053511705686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508355849,0,0.02704811443433,2.41381578947368,0.469135802469136,0.208641975308642,0.322222222222222,1,1,1,1,0,0,0,0,0,0,0,1
3164941860,0,6.31506849315069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110122113,0,0.862745098039216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866157062,0,0.944158075601374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231257304,0,0.335564053537285,2.884834663626,0.272529521441889,0.321317588564326,0.406152889993785,0,0,0,0,0,0,0,1,1,1,1,1
884366718,0,0.514575411913815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208913421,0,0.939189189189189,0.14985590778098,0.266923076923077,0.094615384615385,0.638461538461538,1,1,0,0,0,0,0,1,0,0,0,1
229875064,0,12.75,0,0.063291139240506,0.177215189873418,0.759493670886076,0,0,0,0,0,1,1,1,1,1,1,0
341900539,0,0.741154562383613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136245387,0,0.628509719222462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745638440,0,0.619617224880383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544322560,0,0.923809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505023116,0,1.52380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119112245,0,2.26470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368134512,0,3.38306451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485384525,0,0.490909090909091,1.6742209631728,0.282287085165934,0.146741303478609,0.570971611355458,1,1,1,0,0,0,0,0,1,1,1,0
2152052819,0,0.900452488687783,0.438725490196078,0.638098217078511,0.046606193306225,0.315295589615264,1,1,1,1,0,0,0,0,1,1,0,0
634704287,0,0.445993031358885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557136665,0,1.17857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92999280,0,0.92463768115942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372835779,0,0.702702702702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858934186,0,0.541606262684836,2.07099143206854,0.257322834645669,0.609448818897638,0.133228346456693,1,1,1,0,0,0,1,1,1,0,1,0
282427769,0,0.843406593406593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40219052,0,0.928853754940711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408912964,0,2.01764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40008819,0,3.69047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777083114,0,0.720496894409938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24080811,0,0.016619559072923,0.476849387972326,0.580834621329212,0.198763523956723,0.220401854714065,1,0,0,0,0,0,0,1,1,1,1,1
990963038,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448697610,0,1.14347826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110928853,0,0.013907197469022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54552304,0,2.72537313432836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772354013,0,3.41379310344828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2799099042,0,1.40119760479042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400983194,0,0.565853658536585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497404180,0,1.01649746192893,0.003749531308586,0.820867959372114,0.10803324099723,0.071098799630656,1,1,1,1,0,0,0,0,1,1,1,1
14587971,0,1.67692307692308,0.283417085427136,0.706676136363636,0.074573863636364,0.21875,1,1,1,1,0,0,0,0,0,1,1,1
3022543596,0,1.62666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121976265,0,1.26814516129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914171005,0,1.47978436657682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2644167680,0,0.315233785822021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33764583,0,0.906040268456376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223345906,0,0.617924528301887,2.45741056218058,0.368602825745683,0.322448979591837,0.30894819466248,1,1,1,0,0,0,0,0,1,1,1,1
420189045,0,1.00827205882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668189836,0,1.06962025316456,0.987886944818304,0.235052198671307,0.672888326478962,0.092059474849731,1,1,1,0,0,0,0,0,0,1,1,1
375299270,0,2.06493506493506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23444554,0,0.661315280464217,1.96949152542373,0.363748458692972,0.608816276202219,0.027435265104809,0,0,0,1,1,1,1,1,1,0,1,0
1465761582,0,0.573634204275534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44686891,0,1.01942951632906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2561813863,0,2.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445641666,0,0.065354115395133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344317888,0,3.67213114754098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511944460,0,0.409448818897638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2618119582,0,0.068438914027149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88345204,0,1.06686478454681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214453095,0,2.50095969289827,1.80555555555556,0.656934306569343,0.168613138686131,0.174452554744526,1,1,1,0,0,0,0,0,0,0,0,1
221475117,0,0.773960216998192,1.03022508038585,0.491466498103666,0.138116308470291,0.370417193426043,0,0,1,1,1,1,0,1,0,0,0,0
26528107,0,0.488311688311688,1.49629995066601,0.632252027448534,0.066437928883344,0.301310043668122,1,1,1,0,0,0,0,1,1,1,1,1
101669097,0,0.157650695517774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2977924797,0,0.813829787234043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317599350,0,3.90361445783133,0.271529888551165,0.33640081799591,0.535446489434219,0.128152692569871,0,0,0,1,1,1,1,0,1,1,1,0
165077100,0,3.36931818181818,0.221608832807571,0.644636502287748,0.276054905948144,0.079308591764108,1,1,1,0,0,0,0,0,0,1,1,1
2202044150,0,1.46801346801347,0.625,0.64,0.15,0.21,0,1,1,0,0,0,0,0,0,0,0,0
73237856,0,3.46385542168675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356425746,0,1.84705882352941,0.340384615384615,0.305164319248826,0.39612676056338,0.298708920187793,0,0,0,0,0,1,0,0,1,1,1,1
3018260990,0,2.31272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135530474,0,0.862573099415205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834680701,0,1.73825503355705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007481400,0,0.685279187817259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235696520,0,0.980551053484603,0.756902761104442,0.530404329831264,0.305316778096148,0.164278892072588,0,1,1,1,0,0,0,0,0,1,1,0
2257069046,0,2.24468085106383,0.201424870466321,0.709558823529412,0.181525735294118,0.108915441176471,1,1,0,0,0,0,1,1,0,0,1,1
5812422,0,1.34375,0.557035321366532,0.537002487562189,0.293221393034826,0.169776119402985,1,1,1,0,0,0,0,1,1,1,0,1
1086489391,0,1.20170454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294138446,0,1.39449541284404,0.664864864864865,0.378323108384458,0.456032719836401,0.165644171779141,0,0,0,0,0,0,0,0,1,1,1,1
19325141,0,1.38,0.190231362467866,0.479211579919926,0.191869417924238,0.328919002155836,1,1,0,0,0,0,0,1,1,0,0,1
2596423866,0,0.966244725738397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100837759,0,0.383652430044183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887505716,0,0.991836734693877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80477690,0,1.08947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250364288,0,0.665109034267913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302538826,0,4.12,0.613138686131387,0.201174743024963,0.167400881057269,0.631424375917768,1,0,1,1,1,0,0,0,0,0,0,1
505440359,0,0.632093933463796,0.824607329842932,0.242232086239696,0.635383639822448,0.122384273937857,1,1,1,0,0,0,0,1,1,1,1,0
3033858666,0,5.23809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121268938,0,0.557819663779929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573301009,0,0.93452380952381,0.704634721131186,0.489427143406382,0.261053440984237,0.249519415609381,1,1,1,1,0,0,0,0,0,0,1,1
1456643797,0,13.1304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56032903,0,0.818581293157564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536909666,0,3.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300264746,0,0.823178016726404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344261687,0,0.589608873321658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19849696,0,1.45945945945946,0.123032069970845,0.534600997506234,0.034600997506235,0.430798004987531,1,1,0,0,0,0,0,1,1,1,1,1
1057635702,0,1.60901045856798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290983830,0,0.505254648342765,0.120111731843575,0.223052959501558,0.642990654205607,0.133956386292835,0,1,0,1,0,1,0,0,1,0,1,0
713804306,0,0.665898617511521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613345676,0,1.66279069767442,0.451015004413063,0.708346358236949,0.091903719912473,0.199749921850578,0,0,1,1,1,0,0,0,0,1,1,0
1499931151,0,0.810397553516819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17801629,0,1.74132804757185,0.612054794520548,0.566946256601429,0.2659210935073,0.167132649891271,1,1,1,0,0,0,0,0,0,0,1,1
157029836,0,0.615020297699594,0.418423106947697,0.398197078023003,0.481504507304943,0.120298414672055,1,0,0,0,0,1,1,1,1,1,1,1
26203719,0,1.46916890080429,0.268121041520056,0.442679127725857,0.11183800623053,0.445482866043614,0,1,1,1,1,1,1,1,0,0,0,0
933183398,0,1.1265306122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299271462,0,0.910891089108911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888320442,0,3.54471544715447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266794738,0,0.989690721649485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498418001,0,0.42479674796748,3.13936867182847,0.519171304885591,0.181199752628324,0.299628942486085,1,1,1,0,0,0,0,1,1,1,0,1
2347977979,0,0.755813953488372,0.970467596390484,0.378571428571429,0.247204968944099,0.374223602484472,0,1,1,1,1,0,0,0,0,0,1,0
2223611410,0,0.892183288409703,7.41720154043646,0.372549019607843,0.285031085604974,0.342419894787183,1,1,1,1,0,0,0,0,0,0,0,0
330169460,0,0.954285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210140580,0,3.46296296296296,0.347639484978541,0.445081184336199,0.099331423113658,0.455587392550143,1,1,1,1,0,0,0,0,0,0,0,0
21257459,0,0.994666666666667,0.331926121372032,0.58723272389216,0.047412457390766,0.365354818717075,0,0,0,0,0,0,0,0,1,1,1,1
874719912,0,3.54166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778387798,0,1.01812688821752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23808818,0,0.119875491639119,1.84819532908705,0.29622641509434,0.60251572327044,0.10125786163522,1,0,0,0,0,0,1,1,1,1,0,1
79894962,0,1.00632911392405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11630862,0,0.318607764390897,0.380753138075314,0.301007556675063,0.274244332493703,0.424748110831234,0,0,1,1,1,1,1,0,0,0,0,0
635818294,0,1.1981981981982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614447598,0,2.18867924528302,1.62626262626263,0.345714285714286,0.135238095238095,0.519047619047619,0,1,1,0,0,0,0,1,1,0,0,0
485273674,0,0.093104655232762,0.71685393258427,0.279874213836478,0.369496855345912,0.35062893081761,0,1,1,1,0,0,0,0,0,1,1,1
169194549,0,0.004016217870257,10.0341506129597,0.354218362282878,0.067928039702233,0.577853598014888,1,0,0,0,0,0,1,1,1,1,1,1
2563768914,0,0.415890410958904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990902802,0,0.841186736474694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376920032,0,0.025141730342618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442079113,0,1.20652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456357565,0,3.80701754385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461572767,0,1.2603550295858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
